Recorrido,Latitud,Longitud
Ruta San Jose - Alajuelita - La Aurora,-84.100461,9.902325
Ruta San Jose - Alajuelita - La Aurora,-84.100246,9.90237
Ruta San Jose - Alajuelita - La Aurora,-84.099673,9.90249
Ruta San Jose - Alajuelita - La Aurora,-84.099796,9.903136
Ruta San Jose - Alajuelita - La Aurora,-84.099808,9.903264
Ruta San Jose - Alajuelita - La Aurora,-84.082772,9.929102
Ruta San Jose - Alajuelita - La Aurora,-84.082775,9.928943
Ruta San Jose - Alajuelita - La Aurora,-84.082778,9.928771
Ruta San Jose - Alajuelita - La Aurora,-84.082814,9.928548
Ruta San Jose - Alajuelita - La Aurora,-84.082821,9.928354
Ruta San Jose - Alajuelita - La Aurora,-84.082844,9.928277
Ruta San Jose - Alajuelita - La Aurora,-84.083518,9.92811
Ruta San Jose - Alajuelita - La Aurora,-84.084299,9.927902
Ruta San Jose - Alajuelita - La Aurora,-84.084951,9.927751
Ruta San Jose - Alajuelita - La Aurora,-84.085577,9.927647
Ruta San Jose - Alajuelita - La Aurora,-84.085906,9.927622
Ruta San Jose - Alajuelita - La Aurora,-84.086312,9.927611
Ruta San Jose - Alajuelita - La Aurora,-84.086413,9.927614
Ruta San Jose - Alajuelita - La Aurora,-84.086656,9.927654
Ruta San Jose - Alajuelita - La Aurora,-84.086724,9.927643
Ruta San Jose - Alajuelita - La Aurora,-84.086865,9.927567
Ruta San Jose - Alajuelita - La Aurora,-84.087607,9.927266
Ruta San Jose - Alajuelita - La Aurora,-84.087645,9.927254
Ruta San Jose - Alajuelita - La Aurora,-84.088508,9.926993
Ruta San Jose - Alajuelita - La Aurora,-84.088675,9.926914
Ruta San Jose - Alajuelita - La Aurora,-84.088773,9.926734
Ruta San Jose - Alajuelita - La Aurora,-84.088986,9.926566
Ruta San Jose - Alajuelita - La Aurora,-84.089666,9.926171
Ruta San Jose - Alajuelita - La Aurora,-84.089777,9.92612
Ruta San Jose - Alajuelita - La Aurora,-84.089887,9.92607
Ruta San Jose - Alajuelita - La Aurora,-84.09009,9.925984
Ruta San Jose - Alajuelita - La Aurora,-84.090622,9.925944
Ruta San Jose - Alajuelita - La Aurora,-84.090998,9.925916
Ruta San Jose - Alajuelita - La Aurora,-84.091158,9.925898
Ruta San Jose - Alajuelita - La Aurora,-84.091317,9.925776
Ruta San Jose - Alajuelita - La Aurora,-84.091556,9.925191
Ruta San Jose - Alajuelita - La Aurora,-84.091567,9.925158
Ruta San Jose - Alajuelita - La Aurora,-84.091838,9.924397
Ruta San Jose - Alajuelita - La Aurora,-84.092275,9.923177
Ruta San Jose - Alajuelita - La Aurora,-84.092292,9.923132
Ruta San Jose - Alajuelita - La Aurora,-84.092413,9.922815
Ruta San Jose - Alajuelita - La Aurora,-84.09251,9.922714
Ruta San Jose - Alajuelita - La Aurora,-84.092601,9.922657
Ruta San Jose - Alajuelita - La Aurora,-84.092832,9.922614
Ruta San Jose - Alajuelita - La Aurora,-84.093133,9.922513
Ruta San Jose - Alajuelita - La Aurora,-84.093867,9.922212
Ruta San Jose - Alajuelita - La Aurora,-84.094019,9.92215
Ruta San Jose - Alajuelita - La Aurora,-84.094218,9.922118
Ruta San Jose - Alajuelita - La Aurora,-84.094389,9.922107
Ruta San Jose - Alajuelita - La Aurora,-84.094465,9.922082
Ruta San Jose - Alajuelita - La Aurora,-84.09457,9.922018
Ruta San Jose - Alajuelita - La Aurora,-84.094642,9.921924
Ruta San Jose - Alajuelita - La Aurora,-84.094667,9.921806
Ruta San Jose - Alajuelita - La Aurora,-84.094656,9.921738
Ruta San Jose - Alajuelita - La Aurora,-84.094602,9.921522
Ruta San Jose - Alajuelita - La Aurora,-84.094424,9.920984
Ruta San Jose - Alajuelita - La Aurora,-84.094218,9.920284
Ruta San Jose - Alajuelita - La Aurora,-84.094196,9.920098
Ruta San Jose - Alajuelita - La Aurora,-84.094196,9.919994
Ruta San Jose - Alajuelita - La Aurora,-84.094221,9.919847
Ruta San Jose - Alajuelita - La Aurora,-84.094308,9.91962
Ruta San Jose - Alajuelita - La Aurora,-84.09458,9.919114
Ruta San Jose - Alajuelita - La Aurora,-84.094713,9.918924
Ruta San Jose - Alajuelita - La Aurora,-84.095274,9.91816
Ruta San Jose - Alajuelita - La Aurora,-84.095585,9.917795
Ruta San Jose - Alajuelita - La Aurora,-84.095668,9.917696
Ruta San Jose - Alajuelita - La Aurora,-84.096,9.917299
Ruta San Jose - Alajuelita - La Aurora,-84.096393,9.916755
Ruta San Jose - Alajuelita - La Aurora,-84.096509,9.916568
Ruta San Jose - Alajuelita - La Aurora,-84.096719,9.916114
Ruta San Jose - Alajuelita - La Aurora,-84.096928,9.915601
Ruta San Jose - Alajuelita - La Aurora,-84.096962,9.915509
Ruta San Jose - Alajuelita - La Aurora,-84.097232,9.914771
Ruta San Jose - Alajuelita - La Aurora,-84.097307,9.914628
Ruta San Jose - Alajuelita - La Aurora,-84.097485,9.914515
Ruta San Jose - Alajuelita - La Aurora,-84.097845,9.914357
Ruta San Jose - Alajuelita - La Aurora,-84.09799,9.91425
Ruta San Jose - Alajuelita - La Aurora,-84.098076,9.914156
Ruta San Jose - Alajuelita - La Aurora,-84.098117,9.913948
Ruta San Jose - Alajuelita - La Aurora,-84.098185,9.913534
Ruta San Jose - Alajuelita - La Aurora,-84.098211,9.913214
Ruta San Jose - Alajuelita - La Aurora,-84.098199,9.912761
Ruta San Jose - Alajuelita - La Aurora,-84.098213,9.912723
Ruta San Jose - Alajuelita - La Aurora,-84.098339,9.912369
Ruta San Jose - Alajuelita - La Aurora,-84.099033,9.911515
Ruta San Jose - Alajuelita - La Aurora,-84.099062,9.911421
Ruta San Jose - Alajuelita - La Aurora,-84.09906,9.911328
Ruta San Jose - Alajuelita - La Aurora,-84.099029,9.911204
Ruta San Jose - Alajuelita - La Aurora,-84.099045,9.911075
Ruta San Jose - Alajuelita - La Aurora,-84.099111,9.910929
Ruta San Jose - Alajuelita - La Aurora,-84.099147,9.910833
Ruta San Jose - Alajuelita - La Aurora,-84.099275,9.910692
Ruta San Jose - Alajuelita - La Aurora,-84.099255,9.910531
Ruta San Jose - Alajuelita - La Aurora,-84.099103,9.909948
Ruta San Jose - Alajuelita - La Aurora,-84.099059,9.909839
Ruta San Jose - Alajuelita - La Aurora,-84.098956,9.909587
Ruta San Jose - Alajuelita - La Aurora,-84.098661,9.90918
Ruta San Jose - Alajuelita - La Aurora,-84.098572,9.909041
Ruta San Jose - Alajuelita - La Aurora,-84.098536,9.908883
Ruta San Jose - Alajuelita - La Aurora,-84.098553,9.908757
Ruta San Jose - Alajuelita - La Aurora,-84.098589,9.908632
Ruta San Jose - Alajuelita - La Aurora,-84.098661,9.908536
Ruta San Jose - Alajuelita - La Aurora,-84.098767,9.908472
Ruta San Jose - Alajuelita - La Aurora,-84.09884,9.90845
Ruta San Jose - Alajuelita - La Aurora,-84.098943,9.908443
Ruta San Jose - Alajuelita - La Aurora,-84.099037,9.908462
Ruta San Jose - Alajuelita - La Aurora,-84.099129,9.908508
Ruta San Jose - Alajuelita - La Aurora,-84.099228,9.908582
Ruta San Jose - Alajuelita - La Aurora,-84.099407,9.908749
Ruta San Jose - Alajuelita - La Aurora,-84.099496,9.908821
Ruta San Jose - Alajuelita - La Aurora,-84.099597,9.908871
Ruta San Jose - Alajuelita - La Aurora,-84.099677,9.908878
Ruta San Jose - Alajuelita - La Aurora,-84.100027,9.908782
Ruta San Jose - Alajuelita - La Aurora,-84.100167,9.908732
Ruta San Jose - Alajuelita - La Aurora,-84.100273,9.908677
Ruta San Jose - Alajuelita - La Aurora,-84.100389,9.908584
Ruta San Jose - Alajuelita - La Aurora,-84.100456,9.908474
Ruta San Jose - Alajuelita - La Aurora,-84.100478,9.908335
Ruta San Jose - Alajuelita - La Aurora,-84.100463,9.908242
Ruta San Jose - Alajuelita - La Aurora,-84.100381,9.908112
Ruta San Jose - Alajuelita - La Aurora,-84.100089,9.90767
Ruta San Jose - Alajuelita - La Aurora,-84.099809,9.907254
Ruta San Jose - Alajuelita - La Aurora,-84.099693,9.907086
Ruta San Jose - Alajuelita - La Aurora,-84.099633,9.906981
Ruta San Jose - Alajuelita - La Aurora,-84.099577,9.906787
Ruta San Jose - Alajuelita - La Aurora,-84.09958,9.90668
Ruta San Jose - Alajuelita - La Aurora,-84.099623,9.906574
Ruta San Jose - Alajuelita - La Aurora,-84.099671,9.906503
Ruta San Jose - Alajuelita - La Aurora,-84.099768,9.906397
Ruta San Jose - Alajuelita - La Aurora,-84.09991,9.906297
Ruta San Jose - Alajuelita - La Aurora,-84.099999,9.906227
Ruta San Jose - Alajuelita - La Aurora,-84.100098,9.906124
Ruta San Jose - Alajuelita - La Aurora,-84.100106,9.906108
Ruta San Jose - Alajuelita - La Aurora,-84.100168,9.905967
Ruta San Jose - Alajuelita - La Aurora,-84.100202,9.905878
Ruta San Jose - Alajuelita - La Aurora,-84.100231,9.90579
Ruta San Jose - Alajuelita - La Aurora,-84.100238,9.90566
Ruta San Jose - Alajuelita - La Aurora,-84.10012,9.905062
Ruta San Jose - Alajuelita - La Aurora,-84.100088,9.904916
Ruta San Jose - Alajuelita - La Aurora,-84.099952,9.904238
Ruta San Jose - Alajuelita - La Aurora,-84.099753,9.903278
Ruta San Jose - Alajuelita - La Aurora,-84.099808,9.903264
Ruta San Jose - Alajuelita - La Aurora,-84.099808,9.903264
Ruta San Jose - Alajuelita - La Aurora,-84.099818,9.903366
Ruta San Jose - Alajuelita - La Aurora,-84.099992,9.904285
Ruta San Jose - Alajuelita - La Aurora,-84.100222,9.905451
Ruta San Jose - Alajuelita - La Aurora,-84.100275,9.90569
Ruta San Jose - Alajuelita - La Aurora,-84.100285,9.905824
Ruta San Jose - Alajuelita - La Aurora,-84.100208,9.906015
Ruta San Jose - Alajuelita - La Aurora,-84.100135,9.906164
Ruta San Jose - Alajuelita - La Aurora,-84.100053,9.906235
Ruta San Jose - Alajuelita - La Aurora,-84.099889,9.906365
Ruta San Jose - Alajuelita - La Aurora,-84.099874,9.906376
Ruta San Jose - Alajuelita - La Aurora,-84.099745,9.90647
Ruta San Jose - Alajuelita - La Aurora,-84.099682,9.906556
Ruta San Jose - Alajuelita - La Aurora,-84.099634,9.906661
Ruta San Jose - Alajuelita - La Aurora,-84.099624,9.906762
Ruta San Jose - Alajuelita - La Aurora,-84.099658,9.90692
Ruta San Jose - Alajuelita - La Aurora,-84.099745,9.907092
Ruta San Jose - Alajuelita - La Aurora,-84.100319,9.907953
Ruta San Jose - Alajuelita - La Aurora,-84.100503,9.908235
Ruta San Jose - Alajuelita - La Aurora,-84.100517,9.908336
Ruta San Jose - Alajuelita - La Aurora,-84.100493,9.908474
Ruta San Jose - Alajuelita - La Aurora,-84.100421,9.908608
Ruta San Jose - Alajuelita - La Aurora,-84.100305,9.908695
Ruta San Jose - Alajuelita - La Aurora,-84.100064,9.908786
Ruta San Jose - Alajuelita - La Aurora,-84.099707,9.908886
Ruta San Jose - Alajuelita - La Aurora,-84.099615,9.908896
Ruta San Jose - Alajuelita - La Aurora,-84.099523,9.908877
Ruta San Jose - Alajuelita - La Aurora,-84.099446,9.908829
Ruta San Jose - Alajuelita - La Aurora,-84.09935,9.908752
Ruta San Jose - Alajuelita - La Aurora,-84.099205,9.908614
Ruta San Jose - Alajuelita - La Aurora,-84.099104,9.908532
Ruta San Jose - Alajuelita - La Aurora,-84.098968,9.908484
Ruta San Jose - Alajuelita - La Aurora,-84.098819,9.908504
Ruta San Jose - Alajuelita - La Aurora,-84.098713,9.908571
Ruta San Jose - Alajuelita - La Aurora,-84.09864,9.908652
Ruta San Jose - Alajuelita - La Aurora,-84.098602,9.908753
Ruta San Jose - Alajuelita - La Aurora,-84.098587,9.908882
Ruta San Jose - Alajuelita - La Aurora,-84.098631,9.909054
Ruta San Jose - Alajuelita - La Aurora,-84.098848,9.909351
Ruta San Jose - Alajuelita - La Aurora,-84.099022,9.909609
Ruta San Jose - Alajuelita - La Aurora,-84.099123,9.9098
Ruta San Jose - Alajuelita - La Aurora,-84.0992,9.910082
Ruta San Jose - Alajuelita - La Aurora,-84.09929,9.910406
Ruta San Jose - Alajuelita - La Aurora,-84.099312,9.910484
Ruta San Jose - Alajuelita - La Aurora,-84.099374,9.910671
Ruta San Jose - Alajuelita - La Aurora,-84.099476,9.910728
Ruta San Jose - Alajuelita - La Aurora,-84.099596,9.910814
Ruta San Jose - Alajuelita - La Aurora,-84.099698,9.910953
Ruta San Jose - Alajuelita - La Aurora,-84.099703,9.911034
Ruta San Jose - Alajuelita - La Aurora,-84.099669,9.911197
Ruta San Jose - Alajuelita - La Aurora,-84.099606,9.91136
Ruta San Jose - Alajuelita - La Aurora,-84.0995,9.911456
Ruta San Jose - Alajuelita - La Aurora,-84.099365,9.911503
Ruta San Jose - Alajuelita - La Aurora,-84.099196,9.911527
Ruta San Jose - Alajuelita - La Aurora,-84.09909,9.911556
Ruta San Jose - Alajuelita - La Aurora,-84.098897,9.911776
Ruta San Jose - Alajuelita - La Aurora,-84.098497,9.912303
Ruta San Jose - Alajuelita - La Aurora,-84.098405,9.912418
Ruta San Jose - Alajuelita - La Aurora,-84.09835,9.912541
Ruta San Jose - Alajuelita - La Aurora,-84.098328,9.91259
Ruta San Jose - Alajuelita - La Aurora,-84.098275,9.912777
Ruta San Jose - Alajuelita - La Aurora,-84.09828,9.912963
Ruta San Jose - Alajuelita - La Aurora,-84.098289,9.913092
Ruta San Jose - Alajuelita - La Aurora,-84.098285,9.913341
Ruta San Jose - Alajuelita - La Aurora,-84.098198,9.914054
Ruta San Jose - Alajuelita - La Aurora,-84.098159,9.914245
Ruta San Jose - Alajuelita - La Aurora,-84.098116,9.914279
Ruta San Jose - Alajuelita - La Aurora,-84.097937,9.914403
Ruta San Jose - Alajuelita - La Aurora,-84.09773,9.914523
Ruta San Jose - Alajuelita - La Aurora,-84.097624,9.914561
Ruta San Jose - Alajuelita - La Aurora,-84.097431,9.914643
Ruta San Jose - Alajuelita - La Aurora,-84.097296,9.914758
Ruta San Jose - Alajuelita - La Aurora,-84.097161,9.915102
Ruta San Jose - Alajuelita - La Aurora,-84.0969,9.915777
Ruta San Jose - Alajuelita - La Aurora,-84.09673,9.916146
Ruta San Jose - Alajuelita - La Aurora,-84.096471,9.916705
Ruta San Jose - Alajuelita - La Aurora,-84.096206,9.917098
Ruta San Jose - Alajuelita - La Aurora,-84.095699,9.91772
Ruta San Jose - Alajuelita - La Aurora,-84.095222,9.918318
Ruta San Jose - Alajuelita - La Aurora,-84.095203,9.918342
Ruta San Jose - Alajuelita - La Aurora,-84.094971,9.918634
Ruta San Jose - Alajuelita - La Aurora,-84.094715,9.918978
Ruta San Jose - Alajuelita - La Aurora,-84.094532,9.919256
Ruta San Jose - Alajuelita - La Aurora,-84.094296,9.91973
Ruta San Jose - Alajuelita - La Aurora,-84.094243,9.919869
Ruta San Jose - Alajuelita - La Aurora,-84.094223,9.919974
Ruta San Jose - Alajuelita - La Aurora,-84.094223,9.920074
Ruta San Jose - Alajuelita - La Aurora,-84.094219,9.920151
Ruta San Jose - Alajuelita - La Aurora,-84.094243,9.920247
Ruta San Jose - Alajuelita - La Aurora,-84.094373,9.92072
Ruta San Jose - Alajuelita - La Aurora,-84.094634,9.921557
Ruta San Jose - Alajuelita - La Aurora,-84.094687,9.921787
Ruta San Jose - Alajuelita - La Aurora,-84.094663,9.921959
Ruta San Jose - Alajuelita - La Aurora,-84.094581,9.922055
Ruta San Jose - Alajuelita - La Aurora,-84.094431,9.922141
Ruta San Jose - Alajuelita - La Aurora,-84.094209,9.92216
Ruta San Jose - Alajuelita - La Aurora,-84.093979,9.92221
Ruta San Jose - Alajuelita - La Aurora,-84.093508,9.922397
Ruta San Jose - Alajuelita - La Aurora,-84.092951,9.922634
Ruta San Jose - Alajuelita - La Aurora,-84.092524,9.922749
Ruta San Jose - Alajuelita - La Aurora,-84.092437,9.922835
Ruta San Jose - Alajuelita - La Aurora,-84.091974,9.924149
Ruta San Jose - Alajuelita - La Aurora,-84.091896,9.924363
Ruta San Jose - Alajuelita - La Aurora,-84.091425,9.925649
Ruta San Jose - Alajuelita - La Aurora,-84.091287,9.925886
Ruta San Jose - Alajuelita - La Aurora,-84.091113,9.925979
Ruta San Jose - Alajuelita - La Aurora,-84.090643,9.925979
Ruta San Jose - Alajuelita - La Aurora,-84.090107,9.926058
Ruta San Jose - Alajuelita - La Aurora,-84.089738,9.926202
Ruta San Jose - Alajuelita - La Aurora,-84.089666,9.926242
Ruta San Jose - Alajuelita - La Aurora,-84.08921,9.926496
Ruta San Jose - Alajuelita - La Aurora,-84.088935,9.926884
Ruta San Jose - Alajuelita - La Aurora,-84.088862,9.927178
Ruta San Jose - Alajuelita - La Aurora,-84.088703,9.928119
Ruta San Jose - Alajuelita - La Aurora,-84.088631,9.928363
Ruta San Jose - Alajuelita - La Aurora,-84.088704,9.929296
Ruta San Jose - Alajuelita - La Aurora,-84.088668,9.929396
Ruta San Jose - Alajuelita - La Aurora,-84.088226,9.92926
Ruta San Jose - Alajuelita - La Aurora,-84.088183,9.929244
Ruta San Jose - Alajuelita - La Aurora,-84.087357,9.928937
Ruta San Jose - Alajuelita - La Aurora,-84.086865,9.928736
Ruta San Jose - Alajuelita - La Aurora,-84.086612,9.92865
Ruta San Jose - Alajuelita - La Aurora,-84.086365,9.928607
Ruta San Jose - Alajuelita - La Aurora,-84.086105,9.928579
Ruta San Jose - Alajuelita - La Aurora,-84.085685,9.928521
Ruta San Jose - Alajuelita - La Aurora,-84.085518,9.928464
Ruta San Jose - Alajuelita - La Aurora,-84.085193,9.928521
Ruta San Jose - Alajuelita - La Aurora,-84.084331,9.92906
Ruta San Jose - Alajuelita - La Aurora,-84.083558,9.929096
Ruta San Jose - Alajuelita - La Aurora,-84.082772,9.929102
Ruta San Jose - Alajuelita - La Aurora,-84.082772,9.929102
Ruta San Jose - Alajuelita - La Aurora,-84.082032,9.929108
Ruta San Jose - Alajuelita - La Aurora,-84.081989,9.92989
Ruta San Jose - Alajuelita - La Aurora,-84.081924,9.93073
Ruta San Jose - Alajuelita - La Aurora,-84.081837,9.931728
Ruta San Jose - Alajuelita - La Aurora,-84.081751,9.932589
Ruta San Jose - Alajuelita - La Aurora,-84.081758,9.932675
Ruta San Jose - Alajuelita - La Aurora,-84.081693,9.933422
Ruta San Jose - Alajuelita - La Aurora,-84.081715,9.933536
Ruta San Jose - Alajuelita - La Aurora,-84.082424,9.93363
Ruta San Jose - Alajuelita - La Aurora,-84.082518,9.933608
Ruta San Jose - Alajuelita - La Aurora,-84.082576,9.932553
Ruta San Jose - Alajuelita - La Aurora,-84.082684,9.930694
Ruta San Jose - Alajuelita - La Aurora,-84.082771,9.929216
Ruta San Jose - Alajuelita - La Aurora,-84.082772,9.929102
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080184,9.930975
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080152,9.931473
Ruta San Jose - Paso Ancho - Santa Rosa,-84.079953,9.931463
Ruta San Jose - Paso Ancho - Santa Rosa,-84.079308,9.931398
Ruta San Jose - Paso Ancho - Santa Rosa,-84.07933,9.931029
Ruta San Jose - Paso Ancho - Santa Rosa,-84.079424,9.92987
Ruta San Jose - Paso Ancho - Santa Rosa,-84.079503,9.928911
Ruta San Jose - Paso Ancho - Santa Rosa,-84.079519,9.928704
Ruta San Jose - Paso Ancho - Santa Rosa,-84.079557,9.928208
Ruta San Jose - Paso Ancho - Santa Rosa,-84.079662,9.926826
Ruta San Jose - Paso Ancho - Santa Rosa,-84.079755,9.925591
Ruta San Jose - Paso Ancho - Santa Rosa,-84.079743,9.925498
Ruta San Jose - Paso Ancho - Santa Rosa,-84.079878,9.924729
Ruta San Jose - Paso Ancho - Santa Rosa,-84.079926,9.924513
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080043,9.923977
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080164,9.923621
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080449,9.922926
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080578,9.922621
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080613,9.922448
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080682,9.922161
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080729,9.921874
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080776,9.921634
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080854,9.921278
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080896,9.920963
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080959,9.920723
Ruta San Jose - Paso Ancho - Santa Rosa,-84.081016,9.920489
Ruta San Jose - Paso Ancho - Santa Rosa,-84.081045,9.920333
Ruta San Jose - Paso Ancho - Santa Rosa,-84.08105,9.920225
Ruta San Jose - Paso Ancho - Santa Rosa,-84.08105,9.919919
Ruta San Jose - Paso Ancho - Santa Rosa,-84.081045,9.919614
Ruta San Jose - Paso Ancho - Santa Rosa,-84.08103,9.919456
Ruta San Jose - Paso Ancho - Santa Rosa,-84.081016,9.919294
Ruta San Jose - Paso Ancho - Santa Rosa,-84.081001,9.919171
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080983,9.919097
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080902,9.918928
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080545,9.918344
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080491,9.918227
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080461,9.918149
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080442,9.918056
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080441,9.91805
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080436,9.917809
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080446,9.917508
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080441,9.91737
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080427,9.917222
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080349,9.916601
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080277,9.916119
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080205,9.915813
Ruta San Jose - Paso Ancho - Santa Rosa,-84.08017,9.915675
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080137,9.915546
Ruta San Jose - Paso Ancho - Santa Rosa,-84.080045,9.91523
